name,url,born,teams,first_class.average,first_class.balls_faced,first_class.boundaries,first_class.catches_taken,first_class.fifties,first_class.highest,first_class.hundreds,first_class.inns,first_class.matches,first_class.not_outs,first_class.runs,first_class.sixes,first_class.strike_rate,first_class.stumps
Subramania Siva,http://www.espncricinfo.com/ci/content/player/426172.html,"March 3, 1984, Surandai, Tamil Nadu ","Badureliya Sports Club,",27.33,480,31,5,2,64,0,12,8,0,328,9,68.33,0
Subhrajit Roy,http://www.espncricinfo.com/ci/content/player/34400.html,"July 16, 1987, Udaipur, Tripura ",Tripura Under-14s,20.19,3299,166,8,6,111,1,57,31,1,1131,0,34.28,0
Subhash Sharma,http://www.espncricinfo.com/ci/content/player/1163664.html,"October 1, 1993, Malsisar Jhunjhunu ,Rajasthan ",Arunachal Pradesh,14.50,47,3,1,0,24*,0,6,3,4,29,1,61.70,0
Cheepurapalli Stephen,http://www.espncricinfo.com/ci/content/player/679589.html,"December 3, 1993, Eastgodavari, Andhra Pradesh ","Andhra Under-16s,",4.50,259,5,8,0,8*,0,23,22,11,54,2,20.84,0
Tanmay Srivastava,http://www.espncricinfo.com/ci/content/player/35401.html,"November 7, 1989, Kanpur, Uttar Pradesh ","Deccan Chargers,",36.42,10620,594,59,25,179,10,133,81,7,4590,7,43.22,0
Sridharan Sriram,http://www.espncricinfo.com/ci/content/player/34118.html,"February 21, 1976, Madras (now Chennai), Tamil Nadu ","India,",13.50,135,9,1,1,57,0,7,8,1,81,0,60.00,0
Tirumalai Srinivasan,http://www.espncricinfo.com/ci/content/player/34109.html,"October 26, 1950, Madras (now Chennai) ","India,",24.00,186,6,0,0,29,0,2,1,0,48,0,25.80,0
Rajhamany Srinivasan,http://www.espncricinfo.com/ci/content/player/312714.html,"September 17, 1985, Chennai ",Tamil Nadu,43.22,861,59,8,4,73,0,12,8,3,389,0,45.18,0
Sirla Srinivas,http://www.espncricinfo.com/ci/content/player/526386.html,"August 25, 1992, Srikakulam, Andhra Pradesh ","Andhra Under-19s,",14.50,65,5,0,0,21,0,4,4,0,58,2,89.23,0
Javagal Srinath,http://www.espncricinfo.com/ci/content/player/34105.html,"August 31, 1969, Mysore, Karnataka ","India,",14.21,2037,110,22,4,76,0,92,67,21,1009,8,49.53,0
V Sreejit,http://www.espncricinfo.com/ci/content/player/34096.html,"August 19, 1982, Thrippunithura, Kerala ",Kerala,13.00,36,2,0,0,21,0,2,2,0,26,0,72.22,0
Koripalli Sreekanth,http://www.espncricinfo.com/ci/content/player/625576.html,"November 23, 1992, Hyderabad, Andhra Pradesh ",Andhra,13.16,205,9,2,0,33,0,6,4,0,79,2,38.53,0
Sreesanth,http://www.espncricinfo.com/ci/content/player/34274.html,"February 6, 1983, Kothamangalam, Kerala ","India,",10.40,539,38,5,0,35,0,40,27,13,281,4,52.13,0
Kanakkatharaparambu Sreejith,http://www.espncricinfo.com/ci/content/player/425803.html,"October 27, 1986, Cochin, Kerala ","Kerala,",1.25,51,1,1,0,4*,0,12,10,8,5,0,9.80,0
Barinder Sran,http://www.espncricinfo.com/ci/content/player/537126.html,"December 10, 1992, Sirsa ","India,",-,-,-,1,-,-,-,-,6,-,-,-,-,0
Prasanta Sonowal,http://www.espncricinfo.com/ci/content/player/528064.html,"June 5, 1989, Dibrugarh, Assam ",Assam Cricket Association XI,22.00,146,12,1,0,40*,0,5,3,2,66,0,45.20,0
Sonu Singh,http://www.espncricinfo.com/ci/content/player/943033.html,"December 29, 1995,  East Singhbhum, Bihar ","Bihar,",2.50,71,0,3,0,3,0,6,4,4,5,0,7.04,0
B Songavkar,http://www.espncricinfo.com/ci/content/player/231053.html,date unknown ,Saurashtra,35.25,394,12,0,2,80*,0,5,4,1,141,0,35.78,0
Song Tacho,http://www.espncricinfo.com/ci/content/player/1159762.html,"February 20, 1993 ",Arunachal Pradesh,9.85,283,8,0,0,31,0,8,4,1,69,0,24.38,0
Som Tshering,http://www.espncricinfo.com/ci/content/player/1159799.html,"February 15, 1977, Gangtok, Sikkim ",Sikkim,0.00,17,0,1,0,0,0,2,4,0,0,0,0.00,0
Somorjit Salam,http://www.espncricinfo.com/ci/content/player/1159941.html,"January 27, 1994, Bishnupur, Manipur ",Manipur,0.00,7,0,1,0,0,0,1,1,0,0,0,0.00,0
Somnath Soni,http://www.espncricinfo.com/ci/content/player/1176514.html,"June 20, 1998, Kurung Kumey, Arunachal Pradesh ",Arunachal Pradesh,0.00,3,0,0,0,0,0,1,1,0,0,0,0.00,0
Sujith Somasunder,http://www.espncricinfo.com/ci/content/player/34086.html,"December 2, 1972, Bangalore, Karnataka ","India,",8.00,63,1,0,0,9,0,2,2,0,16,0,25.39,0
Vishnu Solanki,http://www.espncricinfo.com/ci/content/player/604593.html,"October 15, 1992, Vadodara ",Baroda,44.65,2214,140,7,5,175,5,27,16,1,1161,15,52.43,0
Viswajit Solanki,http://www.espncricinfo.com/ci/content/player/261366.html,"August 29, 1990, Dhrangadhara, Gujarat ","Gujarat,",0.00,3,0,0,0,0,0,1,1,0,0,0,0.00,0
Shailesh Solanki,http://www.espncricinfo.com/ci/content/player/262662.html,"November 25, 1989, Baroda ",Baroda,33.66,115,17,3,1,59,0,3,3,0,101,0,87.82,0
Bharatkumar Solanki,http://www.espncricinfo.com/ci/content/player/34083.html,"May 4, 1982, Bombay (now Mumbai), Maharashtra ",Maharashtra,13.33,278,5,3,0,14,0,7,5,4,40,0,14.38,0
B Solanki,http://www.espncricinfo.com/ci/content/player/35273.html,date unknown ,Rajasthan,0.00,3,0,0,0,0,0,1,1,0,0,0,0.00,0
Pruthvipal Solanki,http://www.espncricinfo.com/ci/content/player/490863.html,"February 14, 1990, Vadodara ",Saurashtra,15.66,138,5,1,0,17*,0,5,3,2,47,2,34.05,0
Arvind Solanki,http://www.espncricinfo.com/ci/content/player/34335.html,"September 10, 1978, Aligarh, Uttar Pradesh ",Uttar Pradesh,-,-,-,0,-,-,-,-,2,-,-,-,-,0
Hitesh Solanki,http://www.espncricinfo.com/ci/content/player/923967.html,"November 3, 1991, Baroda (now Vadodara), Gujarat ","Baroda,",8.20,157,6,4,0,19,0,5,3,0,41,0,26.11,0
Sohail Sharma,http://www.espncricinfo.com/ci/content/player/236776.html,date unknown ,Delhi,10.00,17,1,0,0,8*,0,2,4,1,10,0,58.82,0
Reetinder Sodhi,http://www.espncricinfo.com/ci/content/player/34078.html,"October 18, 1980, Patiala, Punjab ","India,",25.45,381,16,9,2,67,0,14,18,3,280,6,73.49,0
Sneha Kishore,http://www.espncricinfo.com/ci/content/player/526387.html,"December 31, 1993, Dawaleswaram, Andhra Pradesh ","Andhra Under-19s,",1.00,26,0,0,0,1,0,4,2,2,2,0,7.69,0
Sneha Deepthi,http://www.espncricinfo.com/ci/content/player/627072.html,"September 10, 1996, Visakhapatnam, Andhra Pradesh ","Andhra Women,",4.00,9,1,0,0,4,0,1,1,0,4,0,44.44,0
MK Sivakumar,http://www.espncricinfo.com/ci/content/player/35297.html,"September 5, 1981, Chennai ","Lyca Kovai Kings,",102.00,179,10,4,1,56*,0,5,12,4,102,0,56.98,0
Duvvarapu Siva Kumar,http://www.espncricinfo.com/ci/content/player/328679.html,"February 11, 1990, Sidhanthah, Andhra Pradesh ","Andhra,",22.10,2164,121,7,4,106*,1,58,42,10,1061,18,49.02,0
Siva Charan Singh,http://www.espncricinfo.com/ci/content/player/1084999.html,"November 29, 1993, Atmakur ","Andhra,",19.00,305,10,7,0,45,0,5,3,0,95,0,31.14,0
Luvnith Sisodia,http://www.espncricinfo.com/ci/content/player/1155253.html,"January 15, 2000, Bangalore, Karnataka ",Mysuru Warriors,1.00,3,0,0,0,1,0,1,1,0,1,0,33.33,0
Prateek Sinha,http://www.espncricinfo.com/ci/content/player/1059571.html,"July 7, 1992, Bhilai, Madhya Pradesh ",Chhattisgarh,7.55,152,8,1,0,22,0,13,8,4,68,2,44.73,0
Amit Sinha,http://www.espncricinfo.com/ci/content/player/280926.html,"November 26, 1988, Khutikatia ",Assam,22.79,2949,163,12,7,122,2,55,32,2,1208,9,40.96,0
Ashish Sinha,http://www.espncricinfo.com/ci/content/player/490883.html,"September 16, 1990, Patna ","Bihar,",9.00,94,6,1,0,16,0,4,2,0,36,0,38.29,0
Avishek Sinha,http://www.espncricinfo.com/ci/content/player/340269.html,"October 19, 1984, Siwan, Bihar ",Services,18.00,411,27,1,0,47*,0,11,8,1,180,1,43.79,0
Myendung Singpho,http://www.espncricinfo.com/ci/content/player/1159761.html,"October 23, 1996 ",Arunachal Pradesh,2.00,34,1,0,0,6,0,4,2,0,8,0,23.52,0
Amit Singh,http://www.espncricinfo.com/ci/content/player/26789.html,"June 21, 1981, Bidar, Karnataka ","Gujarat,",10.19,503,30,10,0,41,0,25,20,4,214,2,42.54,0
Aditya Singhania,http://www.espncricinfo.com/ci/content/player/1163676.html,"July 15, 1990, Shillong ",Meghalaya,21.85,245,24,0,1,60*,0,10,8,3,153,1,62.44,0
Aristh Singhvi,http://www.espncricinfo.com/ci/content/player/527370.html,"May 31, 1992, Jodhpur, Rajasthan ","Delhi Daredevils,",18.33,333,12,0,0,43,0,7,4,1,110,1,33.03,0
Samrat Singha,http://www.espncricinfo.com/ci/content/player/427611.html,"December 10, 1989, Agratala, Tripura ","Tripura,",16.75,1969,83,14,1,79,0,37,22,1,603,1,30.62,0
Samson Singh,http://www.espncricinfo.com/ci/content/player/1168064.html,"January 16, 1989, Imphal, Manipur ",Manipur,5.66,35,3,0,0,10,0,3,2,0,17,0,48.57,0
Vikram Singh,http://www.espncricinfo.com/ci/content/player/35281.html,"September 17, 1984, Chandigarh, Punjab, India ","India,",11.75,42,9,1,0,29,0,6,5,2,47,0,111.90,0
Santosh Singh,http://www.espncricinfo.com/ci/content/player/1167305.html,"October 5, 1992, Imphal, Manipur ",Manipur,4.50,44,1,0,0,9,0,2,1,0,9,0,20.45,0
Thokchom Singh,http://www.espncricinfo.com/ci/content/player/1163690.html,"January 1, 1990, Imphal, Manipur ",Manipur,12.81,183,21,2,0,32,0,12,7,1,141,5,77.04,0
Akshaykumar Singh,http://www.espncricinfo.com/ci/content/player/1159952.html,"March 10, 1973, Imphal, Manipur ",Manipur,2.50,30,1,0,0,5,0,2,1,0,5,0,16.66,0
Shivender Singh,http://www.espncricinfo.com/ci/content/player/34062.html,"March 4, 1981, Kulu, Himachal Pradesh, India ",Himachal Pradesh,-,14,0,1,0,0*,0,2,1,2,0,0,0.00,0
Surendra Singh,http://www.espncricinfo.com/ci/content/player/34061.html,"December 28, 1981, Meerut, Uttar Pradesh ",Rajasthan,2.00,6,0,0,0,2*,0,3,3,2,2,0,33.33,0
Sunit Singh,http://www.espncricinfo.com/ci/content/player/228440.html,"April 14, 1983, Khaghunpur, Gujarat ","Baroda,",14.00,155,6,1,0,32,0,11,9,7,56,2,36.12,0
Sagatpam Singh,http://www.espncricinfo.com/ci/content/player/1159946.html,"October 12, 1992, Imphal, Manipur ",Manipur,8.57,192,11,0,0,19,0,7,4,0,60,0,31.25,0
Sidak Singh,http://www.espncricinfo.com/ci/content/player/851271.html,"May 17, 1999, Varanasi, Uttar Pradesh ","Mumbai,",4.00,7,1,3,0,4*,0,3,7,2,4,0,57.14,0
Sunita Singh,http://www.espncricinfo.com/ci/content/player/54176.html,"February 22, 1974, Amritsar, Punjab ","India Women,",6.00,17,1,1,0,6*,0,2,2,1,6,0,35.29,0
Robin Singh,http://www.espncricinfo.com/ci/content/player/34059.html,"September 14, 1963, Princes Town, Trinidad ","India,",13.50,54,4,5,0,15,0,2,1,0,27,0,50.00,0
Rex Singh,http://www.espncricinfo.com/ci/content/player/1159940.html,"August 30, 2000, Imphal, Manipur ",Manipur,3.75,53,3,0,0,10,0,4,2,0,15,0,28.30,0
Rituraj Singh,http://www.espncricinfo.com/ci/content/player/474710.html,"October 19, 1990, Jaipur, Rajasthan ","Central Zone,",18.10,1569,148,14,3,59,0,60,44,5,996,19,63.47,0
R.P.Singh,http://www.espncricinfo.com/ci/content/player/34057.html,"January 6, 1965, Lucknow, Uttar Pradesh ","India,",-,-,-,0,-,-,-,-,2,-,-,-,-,0
RP Singh,http://www.espncricinfo.com/ci/content/player/35280.html,"December 6, 1985, Rae Bareli, Uttar Pradesh ","India,",7.25,276,16,6,0,30,0,19,14,3,116,1,42.02,0
Rinku Singh,http://www.espncricinfo.com/ci/content/player/723105.html,"October 12, 1997, Aligarh, Uttar Pradesh ","Kings XI Punjab,",71.52,2325,191,13,8,163*,5,30,19,7,1645,13,70.75,0
Robin Singh,http://www.espncricinfo.com/ci/content/player/34060.html,"January 1, 1970, Delhi ","India,",0.00,2,0,1,0,0,0,1,1,0,0,0,0.00,0
Prafullomani Singh,http://www.espncricinfo.com/ci/content/player/1159943.html,"March 1, 1994, Imphal, Manipur ",Manipur,17.69,425,39,14,2,64,0,14,7,1,230,1,54.11,2
Prithvi Singh,http://www.espncricinfo.com/ci/content/player/1136318.html,"September 29, 1993, Sundargarh, Rajashtan ",Railways,17.00,22,4,1,0,17,0,1,1,0,17,0,77.27,0
Nungleppam Singh,http://www.espncricinfo.com/ci/content/player/1159947.html,"October 7, 1992, Thoubal, Manipur ",Manipur,5.50,38,2,0,0,21,0,4,3,0,22,1,57.89,0
Nathu Singh,http://www.espncricinfo.com/ci/content/player/853259.html,"September 8, 1995, Jaipur ","Delhi Capitals,",5.76,182,8,4,0,12,0,26,20,13,75,4,41.20,0
Lamabam Singh,http://www.espncricinfo.com/ci/content/player/1175444.html,"February 8, 1999 ",Manipur,-,-,-,0,-,-,-,-,4,-,-,-,-,0
Konjengbam Singh,http://www.espncricinfo.com/ci/content/player/1163688.html,"November 20, 1992, Imphal, Manipur ",Manipur,1.50,15,0,0,0,3,0,2,1,0,3,0,20.00,0
Kennedy Singh,http://www.espncricinfo.com/ci/content/player/1163687.html,"October 22, 1993, Imphal, Manipur ",Manipur,0.00,4,0,1,0,0,0,1,1,0,0,0,0.00,0
Priyojit Singh,http://www.espncricinfo.com/ci/content/player/1159951.html,"November 24, 1994, Imphal, Manipur ",Manipur,15.80,562,38,3,1,64,0,16,8,1,237,0,42.17,0
Bimol Singh,http://www.espncricinfo.com/ci/content/player/1167304.html,"November 11, 1991, Imphal, Manipur ",Manipur,3.50,28,1,0,0,4,0,2,1,0,7,0,25.00,0
Jitendra Singh,http://www.espncricinfo.com/ci/content/player/34778.html,"October 12, 1965, Varanasi, Uttar Pradesh ",Bengal,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Ian Dev Singh,http://www.espncricinfo.com/ci/content/player/279566.html,"March 1, 1989, Gandhi Nagar, Jammu ",Jammu & Kashmir,36.98,8836,599,66,19,170,15,135,76,9,4660,49,52.73,1
Harsh Singh,http://www.espncricinfo.com/ci/content/player/1166195.html,"September 20, 1995, Surat, Gujarat ",Bihar,50.00,50,7,0,0,48*,0,2,2,1,50,2,100.00,0
I Singh,http://www.espncricinfo.com/ci/content/player/34046.html,"September 10, 1982 ",Jammu & Kashmir,7.00,127,4,0,0,27,0,5,3,0,35,0,27.55,0
Dhruv Pratap Singh,http://www.espncricinfo.com/ci/content/player/1062333.html,"November 10, 1997, Allahabad, Uttar Pradesh ",Uttar Pradesh,0.25,18,0,1,0,1,0,7,6,3,1,0,5.55,0
Gajendra Singh,http://www.espncricinfo.com/ci/content/player/326020.html,"September 10, 1988,  Bikaner, Rajasthan ","Rajasthan,",7.56,444,27,13,0,31,0,28,21,3,189,0,42.56,0
Guntashveer Singh,http://www.espncricinfo.com/ci/content/player/725439.html,"October 14, 1993, Chandigarh ","Haryana,",23.63,644,28,2,0,120,1,11,6,0,260,4,40.37,0
Deepak Singh,http://www.espncricinfo.com/ci/content/player/339951.html,"September 1, 1980, Dhanbad, Bihar ",Bihar Under-22s,1.00,6,0,1,0,1,0,1,1,0,1,0,16.66,0
Chingangbam Singh,http://www.espncricinfo.com/ci/content/player/1159948.html,"February 1, 1996, Imphal, Manipur ",Manipur,6.33,39,2,0,0,10,0,4,2,1,19,0,48.71,0
Akoijam Singh,http://www.espncricinfo.com/ci/content/player/1170228.html,"January 30, 1991, Imphal, Manipur ",Manipur,0.50,23,0,0,0,1,0,2,1,0,1,0,4.34,0
Aditya Singh,http://www.espncricinfo.com/ci/content/player/34825.html,"December 12, 1989, Jammu ","Jammu & Kashmir,",18.80,1634,81,3,5,74,0,33,18,2,583,1,35.67,0
Arabind Singh,http://www.espncricinfo.com/ci/content/player/604581.html,"December 5, 1990, Bolangir, Orissa, ",Odisha,12.40,324,17,4,0,30,0,10,6,0,124,0,38.27,0
Thokchom Singh,http://www.espncricinfo.com/ci/content/player/1169605.html,"March 1, 1973, Imphal, Manipur ",Manipur,3.00,49,1,0,0,5,0,2,1,0,6,0,12.24,0
Irshad Sindhi,http://www.espncricinfo.com/ci/content/player/227708.html,"December 28, 1985, Baroda ",Baroda,5.25,72,2,4,0,9,0,5,3,1,21,0,29.16,0
Simran Singh,http://www.espncricinfo.com/ci/content/player/1161024.html,"August 10, 2000 ","India Under-19s,",6.00,43,0,2,0,8,0,3,4,0,18,0,41.86,1
Simarjeet Singh,http://www.espncricinfo.com/ci/content/player/1159722.html,"January 17, 1998, Delhi ",Delhi,6.00,56,1,0,0,11,0,4,3,2,12,0,21.42,0
Ajay Sikka,http://www.espncricinfo.com/ci/content/player/34802.html,"May 10, 1973, Chandigarh ",Haryana,0.00,2,0,0,0,0,0,1,1,0,0,0,0.00,0
Navdeep Sidhu,http://www.espncricinfo.com/ci/content/player/483305.html,"November 27, 1985, Jalandhar, Punjab ",Punjab,15.66,180,5,2,0,24*,0,8,5,5,47,0,26.11,0
Sidharth Sharma,http://www.espncricinfo.com/ci/content/player/1125121.html,"October 23, 1994, Una ",Himachal Pradesh,4.50,78,2,1,0,8*,0,4,2,2,9,0,11.53,0
Iqbal Siddiqui,http://www.espncricinfo.com/ci/content/player/34026.html,"December 26, 1974, Aurangabad, Maharashtra ","India,",29.00,30,3,1,0,24,0,2,1,1,29,1,96.66,0
Mayank Sidhana,http://www.espncricinfo.com/ci/content/player/34488.html,"December 4, 1986, Delhi ","Delhi Under-14s,",42.02,3615,244,17,10,122,3,49,30,6,1807,5,49.98,0
Bukkapatnam Siddharth,http://www.espncricinfo.com/ci/content/player/1057762.html,"October 3, 1990, Jamshedpur, Jharkhand ","Andhra,",8.00,43,0,1,0,8,0,2,1,0,16,0,37.20,0
Krishnamurthy Siddharth,http://www.espncricinfo.com/ci/content/player/573889.html,"November 22, 1992, Bangalore, Karnataka ",Karnataka State Cricket Association President's XI,42.82,1435,77,9,5,161,2,20,10,3,728,14,50.73,0
Rakesh Shukla,http://www.espncricinfo.com/ci/content/player/34020.html,"February 4, 1948, Kanpur, Uttar Pradesh ","India,",-,-,-,0,-,-,-,-,1,-,-,-,-,0
Rahul Shukla,http://www.espncricinfo.com/ci/content/player/390547.html,"August 28, 1990, Jharkhand ","Delhi Daredevils,",11.03,969,38,20,1,72,0,38,30,6,353,5,36.42,0
Laxmi Shukla,http://www.espncricinfo.com/ci/content/player/34019.html,"May 6, 1981, Howrah (now Haora), Bengal ","India,",9.00,19,1,1,0,13,0,2,3,0,18,0,94.73,0
Shubman Gill,http://www.espncricinfo.com/ci/content/player/1070173.html,"September 8, 1999, Fazilka, Punjab ","India,",8.00,32,2,0,0,9,0,2,2,0,16,0,50.00,0
Shubham Singh,http://www.espncricinfo.com/ci/content/player/1122497.html,"January 5, 1997, Durg ",Chhattisgarh,8.50,12,3,0,0,17,0,2,1,0,17,0,141.66,0
Shubham Arora,http://www.espncricinfo.com/ci/content/player/1132064.html,"October 26, 1997, Hamirpur, Himachal Pradesh ",Himachal Pradesh,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Shubham Agarwal,http://www.espncricinfo.com/ci/content/player/1135336.html,"November 25, 1993, Muzaffar Nagar, Uttar Pradesh ","Uttar Pradesh,",44.00,39,10,0,0,44,0,1,1,0,44,0,112.82,0
Shubek Gill,http://www.espncricinfo.com/ci/content/player/851265.html,"December 16, 1991, Dehra Dun, Uttar Pradesh ","Punjab,",32.00,140,10,0,0,41,0,5,4,3,64,0,45.71,0
Muzzaffaruddin Khalid,http://www.espncricinfo.com/ci/content/player/536793.html,"November 25, 1990, Meerut, Uttar Pradesh ",Services,26.70,1726,74,8,1,55,0,33,23,9,641,1,37.13,0
Domnic Muthuswami,http://www.espncricinfo.com/ci/content/player/528985.html,"March 9, 1981, Pune, Maharashtra ","Delhi Daredevils,",5.80,269,9,12,0,27,0,28,26,8,116,5,43.12,0
Musaif Ajaz,http://www.espncricinfo.com/ci/content/player/1170219.html,"August 3, 2002, Jammu ",Jammu & Kashmir,16.00,91,4,1,0,11,0,4,2,2,32,1,35.16,0
Shalabh Shrivastava,http://www.espncricinfo.com/ci/content/player/230396.html,"February 2, 1986, Nagpur, Maharashtra ","Central Zone,",36.52,7744,437,49,21,193,4,110,68,18,3360,3,43.38,0
Rohan Shrivastava,http://www.espncricinfo.com/ci/content/player/451780.html,"March 9, 1989, Mhow, Madhya Pradesh ",Madhya Pradesh,2.00,6,0,0,0,2,0,1,1,0,2,0,33.33,0
Aditya Shrivastava,http://www.espncricinfo.com/ci/content/player/811749.html,"September 18, 1993,  Bhopal, Madhya Pradesh ","Madhya Pradesh,",35.77,3035,162,12,5,169,4,36,23,1,1252,2,41.25,0
Dhruv Shorey,http://www.espncricinfo.com/ci/content/player/590327.html,"June 5, 1992, Delhi ","Chennai Super Kings,",52.02,3997,211,19,11,145,4,43,28,7,1873,17,46.86,0
Shoaib Ahmed,http://www.espncricinfo.com/ci/content/player/317709.html,"November 19, 1987, Hyderabad, Andhra Pradesh ","Deccan Chargers,",9.43,565,19,2,0,32,0,19,13,3,151,0,26.72,0
Shoaib Md Khan,http://www.espncricinfo.com/ci/content/player/1048863.html,"September 1, 1991, Madras (now Chennai), Tamil Nadu ","Andhra,",23.45,697,25,2,1,52,0,13,9,2,258,1,37.01,0
Hanumappa Shivraj,http://www.espncricinfo.com/ci/content/player/923063.html,"November 25, 1990, Anantapur, Andhra Pradesh ","Andhra,",0.00,19,0,0,0,0*,0,3,2,1,0,0,0.00,0
Shivendra Singh,http://www.espncricinfo.com/ci/content/player/1059573.html,"August 2, 1991, Rewa, Madhya Pradesh ",Chhattisgarh,20.66,295,18,6,1,52,0,7,4,1,124,1,42.03,0
Shiva Singh,http://www.espncricinfo.com/ci/content/player/1070194.html,"October 16, 1999, Maradabad ","India Under-19s,",8.00,52,1,0,0,14,0,3,5,0,24,1,46.15,0
Ali Murtaza,http://www.espncricinfo.com/ci/content/player/26490.html,"January 1, 1990, Allahabad, Uttar Pradesh ","Central Zone,",24.42,1257,90,9,2,106,1,32,20,4,684,7,54.41,0
Manisankar  Murasingh,http://www.espncricinfo.com/ci/content/player/390730.html,"January 1, 1993, Abhoynagar, Tripura ",Tripura,25.31,3756,329,20,11,150,2,101,60,3,2481,51,66.05,0
Shrikant Mundhe,http://www.espncricinfo.com/ci/content/player/279862.html,"October 27, 1988, Nanded ","India Red,",24.96,3138,183,23,6,104,2,73,55,9,1598,20,50.92,0
Prakash Munda,http://www.espncricinfo.com/ci/content/player/815083.html,"November 7, 1991, Ranchi, Bihar ",Jharkhand Under-19s,20.55,467,28,2,2,63,0,9,5,0,185,1,39.61,0
Sandeep Mulia,http://www.espncricinfo.com/ci/content/player/434694.html,"December 23, 1988, Cuttack, Orissa ","Orissa,",6.00,135,4,2,0,14,0,6,4,0,36,0,26.66,0
Shivam Khurana,http://www.espncricinfo.com/ci/content/player/1163668.html,"February 24, 1991, Haridwar ",Uttarakhand,0.00,7,0,2,0,0,0,1,1,0,0,0,0.00,0
Shivam Sharma,http://www.espncricinfo.com/ci/content/player/717201.html,"September 9, 1993, Delhi ","Delhi Under-19s,",17.14,597,26,4,0,42,0,16,12,2,240,1,40.20,0
Shivam Chauhan,http://www.espncricinfo.com/ci/content/player/1060203.html,"October 14, 1997, Saharanpur, Uttar Pradesh ","Haryana,",18.45,396,28,3,1,65,0,11,6,0,203,0,51.26,0
Malliksab Sirur,http://www.espncricinfo.com/ci/content/player/1083850.html,"January 21, 1993, Hubbli, Karnataka ",Goa,3.00,21,1,0,0,5,0,3,3,0,9,0,42.85,0
Shivam Mavi,http://www.espncricinfo.com/ci/content/player/1079848.html,"November 26, 1998, Noida, Uttar Pradesh ","India Under-19s,",23.00,251,15,0,0,42,0,5,5,0,115,0,45.81,0
Vikrant Shinde,http://www.espncricinfo.com/ci/content/player/35300.html,"July 6, 1978, Akola (Maharashtra) ",Rajasthan,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Santosh Shinde,http://www.espncricinfo.com/ci/content/player/963167.html,"November 8, 1993, Kheda, Gujarat ","Gujarat,",13.75,57,3,1,0,28,0,4,5,0,55,3,96.49,0
Sachin Shinde,http://www.espncricinfo.com/ci/content/player/424221.html,"September 29, 1987, Belgaum, Karnataka ",Belagavi Panthers,4.00,7,0,0,0,4,0,1,1,0,4,0,57.14,0
Amol Shinde,http://www.espncricinfo.com/ci/content/player/33853.html,"November 6, 1985, Hyderabad, Andhra Pradesh ",Hyderabad Under-16s,26.08,2126,117,9,6,97,0,39,23,2,965,6,45.39,0
Deepak Shilamkar,http://www.espncricinfo.com/ci/content/player/279860.html,"October 29, 1987, Pune ",Maharashtra,19.85,274,19,4,1,56,0,8,4,1,139,0,50.72,0
Achit Shigwan,http://www.espncricinfo.com/ci/content/player/1131623.html,"October 6, 1995, Ratnagiri, Maharashtra ","Goa,",11.00,41,4,2,0,20,0,5,5,0,55,4,134.14,0
Shams Mulani,http://www.espncricinfo.com/ci/content/player/1131607.html,"March 13, 1997, Raigad, Maharashtra ","Mumbai,",21.00,86,6,2,0,34,0,2,2,0,42,0,48.83,0
Abhinav Mukund,http://www.espncricinfo.com/ci/content/player/302582.html,"January 6, 1990, Madras (now Chennai), Tamil Nadu ","India,",22.85,700,32,6,2,81,0,14,7,0,320,1,45.71,0
Mukhtar Hussain,http://www.espncricinfo.com/ci/content/player/1135340.html,"January 11, 1999, Dibrugarh, Assam ","Assam,",7.72,191,9,3,0,33,0,14,9,3,85,3,44.50,0
Saradindu Mukherjee,http://www.espncricinfo.com/ci/content/player/31048.html,"October 5, 1964, Calcutta (now Kolkata), Bengal ","India,",-,2,0,1,0,2*,0,1,3,1,2,0,100.00,0
Priyankar Mukherjee,http://www.espncricinfo.com/ci/content/player/31124.html,"March 29, 1985, Uttarpara, Bengal ","Bengal,",0.00,5,0,0,0,0,0,2,1,0,0,0,0.00,0
Mukesh Sharma,http://www.espncricinfo.com/ci/content/player/271981.html,"August 5, 1983, Hamirpur, Himachal Pradesh ",Himachal Pradesh,35.73,3185,155,18,11,161,2,45,31,7,1358,7,42.63,0
